Price,Model,CPU,Graphics,RAM,HDD,SSD,Display,Notes,Brand,Best_For,Image_Url,Deal_Stat,Deal_Link,Budget,Final_Budget,Rate_From_10,Type
"EGP 12,499.00",ASUS Vivobook Go 15 E1504FA-NJ001,AMD Ryzen™ 3 7320U,AMD Radeon™ Graphics,4 GB,Unspecified,256GB M.2 NVMe™ PCIe® 3.0 SSD,15.6'' FHD,"Professional,https://2b.com.eg/en/asus-vivobook-go-15-e1504fa-nj001-laptop-amd-ryzen-r3-7320u-4gb-256gb-ssd-amd-radeontm-graphics-15-6-fhd-gray.html,In stock",Asus,Professional,https://2b.com.eg/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/u/zu437-1.jpg,In stock,https://2b.com.eg/en/asus-vivobook-go-15-e1504fa-nj001-laptop-amd-ryzen-r3-7320u-4gb-256gb-ssd-amd-radeontm-graphics-15-6-fhd-gray.html,Low,"EGP 12,499.00 'Low'",-,Deal
"EGP 30,499.00",HP 15-FD0346NIA,"13th Gen Intel® Core™ i7-1355U Processor 12M Cache, up to 5.00 GHz",Intel® Iris® Xe Graphics,8 GB,Unspecified,512 GB PCIe® NVMe™ M.2 SSD,"(15.6"") FHD (1920 x 1080)","Professional,https://2b.com.eg/en/hp-15-fd0346nia-laptop-intelr-core-i7-1355u-8gb-512gb-ssd-intelr-iris-xe-graphics-15-6-fhd-silver.html,In stock Only 1 left",HP,Professional,https://2b.com.eg/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/h/zh459-1_1.png,In stock Only 1 left,https://2b.com.eg/en/hp-15-fd0346nia-laptop-intelr-core-i7-1355u-8gb-512gb-ssd-intelr-iris-xe-graphics-15-6-fhd-silver.html,Low,"EGP 30,499.00 'Low'",-,Deal
"EGP 30,499.00",Lenovo IdeaPad Slim 3 15IRH8,"13th Gen Intel® Core™ i7-13620H, 10C (6P + 4E) / 16T, P-core 2.4 / 4.9GHz, E-core 1.8 / 3.6GHz, 24MB",Intel® UHD Integrated Graphics,16 GB,Unspecified,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD (1920x1080)","Professional,https://2b.com.eg/en/lenovo-ideapad-slim-3-15irh8-laptop-intelr-coretm-i7-13620h-16gb-512gb-ssd-intelr-uhd-integrated-graphics-15-6-fhd-arctic-grey.html,In stock",Lenovo,Professional,https://2b.com.eg/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/l/zl552.jpg,In stock,https://2b.com.eg/en/lenovo-ideapad-slim-3-15irh8-laptop-intelr-coretm-i7-13620h-16gb-512gb-ssd-intelr-uhd-integrated-graphics-15-6-fhd-arctic-grey.html,Low,"EGP 30,499.00 'Low'",-,Deal
"EGP 52,999.00",ASUS Vivobook 16X K3605VV-N1116W,"13th Gen Intel® Core™ i7-13700H Processor 24M Cache, up to 5.00 GHz",NVIDIA® GeForce RTX™ 4060 8GB,16 GB,Unspecified,512GB M.2 NVMe™ PCIe® 4.0 SSD,16.0'' FHD,"Professional,https://2b.com.eg/en/asus-vivobook-16x-k3605vv-n1116w-laptop-intelr-coretm-i7-13700h-16gb-512gb-ssd-nvidiar-geforce-rtxtm-4060-8gb-16-0-wuxga-win11-black.html,In stock",Asus,Professional,https://2b.com.eg/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/u/zu436-1.jpg,In stock,https://2b.com.eg/en/asus-vivobook-16x-k3605vv-n1116w-laptop-intelr-coretm-i7-13700h-16gb-512gb-ssd-nvidiar-geforce-rtxtm-4060-8gb-16-0-wuxga-win11-black.html,High/Extreme-High,"EGP 52,999.00 'High/Extreme-High'",-,Deal
"EGP 26,999.00",ASUS Vivobook 15 X1504VA-NJ1007,"13 Gen. Intel® Core™ i7-1355U Processor 12M Cache, up to 5.00 GHz",Intel® Iris™ Xe Graphics,16 GB,Unspecified,512GB M.2 NVMe™ PCIe® 3.0 SSD,15.6'' FHD,"Professional,https://2b.com.eg/en/asus-vivobook-15-x1504va-nj1007-laptop-intelr-coretm-i7-1355u-16gb-512gb-ssd-intelr-iris-xe-graphics-15-6-fhd-quiet-blue.html,In stock Only 3 left",Asus,Professional,https://2b.com.eg/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/u/zu472_1.png,In stock Only 3 left,https://2b.com.eg/en/asus-vivobook-15-x1504va-nj1007-laptop-intelr-coretm-i7-1355u-16gb-512gb-ssd-intelr-iris-xe-graphics-15-6-fhd-quiet-blue.html,Low,"EGP 26,999.00 'Low'",-,Deal
"EGP 28,499.00",HP 15-fc00036ne,AMD Ryzen™ R7-7730U,AMD Radeon™ Integrated Graphics,16 GB,Unspecified,512GB SSD,"15.6"" FHD","Professional,https://2b.com.eg/en/hp-15-fc00036ne-laptop-amd-ryzentm-r7-7730u-16gb-512gb-ssd-amd-radeontm-integrated-graphics-14-fhd-win11-black.html,In stock",HP,Professional,https://2b.com.eg/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/h/zh474-1.png,In stock,https://2b.com.eg/en/hp-15-fc00036ne-laptop-amd-ryzentm-r7-7730u-16gb-512gb-ssd-amd-radeontm-integrated-graphics-14-fhd-win11-black.html,Low,"EGP 28,499.00 'Low'",-,Deal
"EGP 31,899.00",HP 15s-fq5042ne,"12th Gen Intel® Core™ i7-1255U (up to 4.7 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads)",Intel® Iris® Xᵉ Graphics,16 GB,Unspecified,512 GB PCIe® NVMe™ M.2 SSD,"15.6""FHD 1920 x 1080","Professional,https://2b.com.eg/en/hp-15s-fq5042ne-laptop-intelr-coretm-i7-1255u-16gb-512gb-ssd-intelr-irisr-x-graphics-15-6-fhd-win11-natural-silver.html,In stock",HP,Professional,https://2b.com.eg/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/h/zh387-1-2b.jpg,In stock,https://2b.com.eg/en/hp-15s-fq5042ne-laptop-intelr-coretm-i7-1255u-16gb-512gb-ssd-intelr-irisr-x-graphics-15-6-fhd-win11-natural-silver.html,Low,"EGP 31,899.00 'Low'",-,Deal
"EGP 19,499.00",Lenovo Ideapad 1 15AMN7,"AMD Ryzen™ 5 7520U (4C / 8T, 2.8 / 4.3GHz, 2MB L2 / 4MB L3)",Integrated AMD Radeon™ 610M Graphics,8 GB,Unspecified,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD (1920x1080)","Professional,https://2b.com.eg/en/lenovo-ideapad-1-15amn7-laptop-amd-ryzentm-5-7520u-8gb-512gb-ssd-integrated-amd-radeontm-610m-graphics-15-6-fhd-win11-cloud-grey.html,In stock",Lenovo,Professional,https://2b.com.eg/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/l/zl442.jpg,In stock,https://2b.com.eg/en/lenovo-ideapad-1-15amn7-laptop-amd-ryzentm-5-7520u-8gb-512gb-ssd-integrated-amd-radeontm-610m-graphics-15-6-fhd-win11-cloud-grey.html,Low,"EGP 19,499.00 'Low'",-,Deal
"EGP 25,999.00",ASUS Vivobook 15 X1504VA-NJ017W,"13 Gen. Intel® Core™ i7-1355U Processor 12M Cache, up to 5.00 GHz",Intel® Iris™ Xe Graphics,8 GB,Unspecified,512GB M.2 NVMe™ PCIe® 3.0 SSD,15.6'' FHD,"Professional,https://2b.com.eg/en/asus-vivobook-15-x1504va-nj017w-laptop-intelr-coretm-i7-1355u-8gb-512gb-ssd-intelr-iris-xe-graphics-15-6-fhd-win11-quiet-blue.html,In stock",Asus,Professional,https://2b.com.eg/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/u/zu472.png,In stock,https://2b.com.eg/en/asus-vivobook-15-x1504va-nj017w-laptop-intelr-coretm-i7-1355u-8gb-512gb-ssd-intelr-iris-xe-graphics-15-6-fhd-win11-quiet-blue.html,Low,"EGP 25,999.00 'Low'",-,Deal
"EGP 22,999.00",Lenovo Ideapad 3 Slim 15ABR8,"AMD Ryzen™ 7 7730U (8C / 16T, 2.0 / 4.5GHz, 4MB L2 / 16MB L3)",Integrated AMD Radeon™ Graphics,8 GB,Unspecified,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,"15.6"" FHD (1920x1080)","Professional,https://2b.com.eg/en/lenovo-ideapad-3-slim-15abr8-laptop-amd-ryzentm-7-7730u-8gb-512gb-ssd-integrated-amd-radeontm-graphics-15-6-fhd-win11-arctic-grey.html,In stock",Lenovo,Professional,https://2b.com.eg/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/l/zl477.jpg,In stock,https://2b.com.eg/en/lenovo-ideapad-3-slim-15abr8-laptop-amd-ryzentm-7-7730u-8gb-512gb-ssd-integrated-amd-radeontm-graphics-15-6-fhd-win11-arctic-grey.html,Low,"EGP 22,999.00 'Low'",-,Deal
