Price,Model,CPU,Graphics,RAM,HDD,SSD,Display,Notes,Brand,Best_For,Image_Url,Deal_Stat,Deal_Link,Budget,Final_Budget,Rate_From_10,Type
"EGP 49,999.00",ASUS TUF Gaming F15 FX507VU-LP163W,"13th Intel® Core™ i7-13620H Processor 24M Cache, up to 4.90 GHz",NVIDIA® GeForce® RTX™ 4050 6GB,16 GB,Unspecified,512GB PCIe® 4.0 NVMe™ M.2 SSD,"15.6"" FHD","Gaming,https://2b.com.eg/en/asus-tuf-gaming-f15-fx507vu-lp163w-laptop-intelr-coretm-i7-13620h-16gb-512gb-ssd-nvidiar-geforcer-rtxtm-4050-6gb-15-6-fhd-win11-jaeger-gray.html,In stock",Asus,Gaming,https://2b.com.eg/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/u/zu412-1.png,In stock,https://2b.com.eg/en/asus-tuf-gaming-f15-fx507vu-lp163w-laptop-intelr-coretm-i7-13620h-16gb-512gb-ssd-nvidiar-geforcer-rtxtm-4050-6gb-15-6-fhd-win11-jaeger-gray.html,Medium,"EGP 49,999.00 'Medium'",-,Deal
"EGP 66,999.00",HP Victus 16-R0027ne,"13 Gen Intel® Core™ i7-13700H (up to 5.0 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 14 cores, 20 threads)",NVIDIA® GeForce RTX 4070 8GB,16 GB,Unspecified,1TB SSD,16.1 FHD (1920 x 1080),"Gaming,https://2b.com.eg/en/hp-victus-16-r0027ne-laptop-intelr-coretm-i7-13700h-16gb-1tb-ssd-nvidiar-geforce-rtx-4070-8gb-16-1-fhd-mica-silver.html,In stock",HP,Gaming,https://2b.com.eg/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/h/zh515-1.jpg,In stock,https://2b.com.eg/en/hp-victus-16-r0027ne-laptop-intelr-coretm-i7-13700h-16gb-1tb-ssd-nvidiar-geforce-rtx-4070-8gb-16-1-fhd-mica-silver.html,High/Extreme-High,"EGP 66,999.00 'High/Extreme-High'",-,Deal
"EGP 39,299.00",MSI Thin 15 B13UC,"13 Gen Intel® Core9S7-16R831-2615i7-13620H Processor 24M Cache, up to 4.90 GHz",NVIDIA® GeForce RTX™ 3050 Laptop GPU 4GB GDDR6,16 GB,Unspecified,512GB NVMe PCIe SSD,"15.6"" FHD (1920x1080)","Gaming,https://2b.com.eg/en/msi-thin-15-b13uc-laptop-intelr-coretm-i7-13620h-16gb-512gb-ssd-nvidiar-geforce-rtx-3050-4gb-15-6-fhd-gray.html,In stock",MSI,Gaming,https://2b.com.eg/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/m/zm990.jpg,In stock,https://2b.com.eg/en/msi-thin-15-b13uc-laptop-intelr-coretm-i7-13620h-16gb-512gb-ssd-nvidiar-geforce-rtx-3050-4gb-15-6-fhd-gray.html,Medium,"EGP 39,299.00 'Medium'",-,Deal
"EGP 38,999.00",HP Victus 15-FA0025NR,"12th Gen Intel® Core™ i5-12500H (up to 4.5 GHz with Intel® Turbo Boost Technology, 18 MB L3 cache, 12 cores, 16 threads)",NVIDIA® GeForce® RTX 3050 4GB,8 GB,Unspecified,512GB PCIe® NVMe™ M.2 SSD,"15.6"" FHD (1920 x 1080)","Gaming,https://2b.com.eg/en/hp-victus-15-fa0025nr-laptop-intelr-core-i5-12500h-8gb-512gb-ssd-nvidiar-geforcer-rtx-3050-4gb-15-6-fhd-win11-mica-silver.html,In stock Only 1 left",HP,Gaming,https://2b.com.eg/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/h/zh414-1-2b_1.jpg,In stock Only 1 left,https://2b.com.eg/en/hp-victus-15-fa0025nr-laptop-intelr-core-i5-12500h-8gb-512gb-ssd-nvidiar-geforcer-rtx-3050-4gb-15-6-fhd-win11-mica-silver.html,Medium,"EGP 38,999.00 'Medium'",-,Deal
"EGP 37,499.00",ASUS TUF Gaming A15 FA506NCR-HN007W,AMD Ryzen™ 7-7435HS,NVIDIA® GeForce® RTX™ 3050 4GB,8 GB,Unspecified,512GB PCIe® 4.0 NVMe™ M.2 SSD,15.6'' FHD,"Gaming,https://2b.com.eg/en/asus-tuf-gaming-a15-fa506ncr-hn007w-laptop-amd-ryzentm-7-7435hs-8gb-512gb-ssd-nvidiar-geforcer-rtxtm-3050-4gb-15-6-fhd-win11-off-black.html,In stock",Asus,Gaming,https://2b.com.eg/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/u/zu915-1.png,In stock,https://2b.com.eg/en/asus-tuf-gaming-a15-fa506ncr-hn007w-laptop-amd-ryzentm-7-7435hs-8gb-512gb-ssd-nvidiar-geforcer-rtxtm-3050-4gb-15-6-fhd-win11-off-black.html,Medium,"EGP 37,499.00 'Medium'",-,Deal
"EGP 69,999.00",HP Victus 16-r0068ne,"13 Gen Intel® Core™Intel® Core™ i7-13700H (up to 5.0 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 14 cores, 20 threads)",NVIDIA® GeForce RTX™ 4060 8GB GDDR6,16 GB,Unspecified,1TB SSD,"16"" QHD 2560 x 1440","Gaming,https://2b.com.eg/en/hp-victus-16-r0068ne-laptop-intelr-coretm-i7-13700h-16gb-1tb-ssd-nvidiar-geforce-rtx-4060-8gb-16-qhd-win11-blue.html,In stock",HP,Gaming,https://2b.com.eg/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/h/zh465.jpg,In stock,https://2b.com.eg/en/hp-victus-16-r0068ne-laptop-intelr-coretm-i7-13700h-16gb-1tb-ssd-nvidiar-geforce-rtx-4060-8gb-16-qhd-win11-blue.html,High/Extreme-High,"EGP 69,999.00 'High/Extreme-High'",-,Deal
"EGP 61,999.00",HP Victus 16-R0043NE,"13 Gen Intel® Core™ i7-13700H (up to 5.0 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 14 cores, 20 threads)",NVIDIA® GeForce RTX™ 4060 Laptop GPU 8 GB GDDR6,16 GB,Unspecified,1 TB PCIe® Gen4 NVMe™ M.2 SSD,16.1 FHD (1920 x 1080),"Gaming,https://2b.com.eg/en/hp-victus-16-r0043ne-laptop-intelr-coretm-i7-13700h-16gb-1tb-ssd-nvidiar-geforce-rtx-4060-8gb-16-1-fhd-blue.html,In stock Only 4 left",HP,Gaming,https://2b.com.eg/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/h/zh430_1_1.png,In stock Only 4 left,https://2b.com.eg/en/hp-victus-16-r0043ne-laptop-intelr-coretm-i7-13700h-16gb-1tb-ssd-nvidiar-geforce-rtx-4060-8gb-16-1-fhd-blue.html,High/Extreme-High,"EGP 61,999.00 'High/Extreme-High'",-,Deal
"EGP 52,899.00",HP Victus 15-fa1109ne,"13th Gen Intel® Core™ i7-13700H Processor 24M Cache, up to 5 GHz",NVIDIA® GeForce RTX 4050 6GB GDDR6,16 GB,Unspecified,512GB SSD,15.6 FHD ( 1920 x 1080 ),"Gaming,https://2b.com.eg/en/hp-victus-15-fa1109ne-laptop-intelr-core-i7-13700h-16gb-512gb-ssd-nvidiar-geforce-rtx-3050-6gb-15-6-fhd-win11-blue.html,In stock",HP,Gaming,https://2b.com.eg/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/h/zh450-new-6_1.png,In stock,https://2b.com.eg/en/hp-victus-15-fa1109ne-laptop-intelr-core-i7-13700h-16gb-512gb-ssd-nvidiar-geforce-rtx-3050-6gb-15-6-fhd-win11-blue.html,High/Extreme-High,"EGP 52,899.00 'High/Extreme-High'",-,Deal
"EGP 74,999.00",HP Victus 16-r0059wm,"13 Gen Intel® Core™ i7-13700H (up to 5.0 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 14 cores, 20 threads)",NVIDIA® GeForce RTX™ 4060 Laptop GPU (8 GB GDDR6 dedicated),16 GB,Unspecified,1 TB PCIe® Gen4 NVMe™ M.2 SSD,(16.1) FHD (1920 x 1080),"Gaming,https://2b.com.eg/en/hp-victus-16-r0059wm-laptop-intelr-coretm-i7-13700h-16gb-1tb-ssd-nvidiar-geforce-rtxtm-4060-8gb-16-1-fhd-mica-silver.html,In stock Only 1 left",HP,Gaming,https://2b.com.eg/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/h/zh445-1_1_1.png,In stock Only 1 left,https://2b.com.eg/en/hp-victus-16-r0059wm-laptop-intelr-coretm-i7-13700h-16gb-1tb-ssd-nvidiar-geforce-rtxtm-4060-8gb-16-1-fhd-mica-silver.html,High/Extreme-High,"EGP 74,999.00 'High/Extreme-High'",-,Deal
"EGP 157,999.00",HP OMEN 16-wf0004ne,"Intel® Core™ i7-13700HX Processor 30M Cache, up to 5.00 GHz",NVIDIA® GeForce RTX™ 4080 12GB GDDR6,32 GB,Unspecified,1TB SSD,"16.1"" QHD (2560 x 1440)","Gaming,https://2b.com.eg/en/hp-omen-16-wf0004ne-laptop-intelr-coretm-i7-13700hx-32gb-1tb-ssd-nvidiar-geforce-rtx-4080-12gb-16-1-qhd-win11-black.html,In stock Only 2 left",HP,Gaming,https://2b.com.eg/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/h/zh470.jpg,In stock Only 2 left,https://2b.com.eg/en/hp-omen-16-wf0004ne-laptop-intelr-coretm-i7-13700hx-32gb-1tb-ssd-nvidiar-geforce-rtx-4080-12gb-16-1-qhd-win11-black.html,High/Extreme-High,"EGP 157,999.00 'High/Extreme-High'",-,Deal
"EGP 31,999.00",Dell G15-5515,"AMD® Ryzen™ 7 5800H Mobile (20 MB total cache, 8 cores, 16 threads)",NVIDIA® GeForce RTX™ 3050 4GB,8 GB,Unspecified,"512 GB, M.2, PCIe NVMe, SSD","15.6"", FHD 1920x1080","Gaming,https://2b.com.eg/en/dell-g15-5515-amd-ryzentm-7-5800h-8gb-512gb-ssd-nvidiar-geforce-rtxtm-3050-4gb-15-6-fhd-phantom-grey.html,Out Of Stock",Dell,Gaming,https://2b.com.eg/media/catalog/product/cache/661473ab953cdcdf4c3b607144109b90/z/d/zd089-1n-2b.jpg,Out Of Stock,https://2b.com.eg/en/dell-g15-5515-amd-ryzentm-7-5800h-8gb-512gb-ssd-nvidiar-geforce-rtxtm-3050-4gb-15-6-fhd-phantom-grey.html,Low,"EGP 31,999.00 'Low'",-,Deal
